年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,推定検挙人員,対推定値倍率,日本人_対推定値倍率,対日本人倍率_年齢調整後
2013,外国人,来日外国人,計,風俗犯,計,81.0,90.55920049312026,0.8944425255405555,0.9958596196912044,0.8981612547136952
2013,外国人,永住者等,計,その他の刑法犯,計,799.0,398.1782669284293,2.0066389011221863,0.9834684528143339,2.0403693635315965
2013,外国人,永住者等,計,凶悪犯,計,125.0,42.29923859566233,2.9551359350666515,0.970977927153188,3.0434635560983554
2013,外国人,永住者等,計,知能犯,計,295.0,132.08707129192456,2.2333752812795957,0.9624319980827247,2.3205538528734873
2013,外国人,永住者等,計,窃盗犯,計,2316.0,1076.6933875793322,2.151030206665362,0.9804907254488346,2.193830243198573
2013,外国人,永住者等,計,粗暴犯,計,1235.0,484.7798072148589,2.5475483541595545,0.9781608492670107,2.6044268241451
2013,外国人,永住者等,計,風俗犯,計,87.0,57.16242885044725,1.5219787148586024,0.9958596196912044,1.5283064849346304
2014,外国人,来日外国人,計,その他の刑法犯,計,986.0,653.0129815807895,1.5099240410399313,0.9845809617785489,1.5335702188598097
2014,外国人,来日外国人,計,凶悪犯,計,131.0,78.51427012554605,1.668486503033501,0.971691131918229,1.7170955339889935
2014,外国人,来日外国人,計,知能犯,計,454.0,213.5096556008512,2.1263675346314876,0.9696856097211438,2.1928422091805357
2014,外国人,来日外国人,計,窃盗犯,計,3012.0,1445.9802629208434,2.0830159838529445,0.9785787338827563,2.1286135818505443
2014,外国人,来日外国人,計,粗暴犯,計,1082.0,771.050165921706,1.4032809378966768,0.9780454760518859,1.4347808688419639
2014,外国人,来日外国人,計,風俗犯,計,122.0,95.86572393381296,1.272613349107242,0.9891087977149516,1.2866262559257842
2014,外国人,永住者等,計,その他の刑法犯,計,677.0,366.06002061215,1.8494234876233557,0.9845809617785489,1.8783863993089545
2014,外国人,永住者等,計,凶悪犯,計,111.0,42.249808428753546,2.627230847381968,0.971691131918229,2.7037715597913454
2014,外国人,永住者等,計,知能犯,計,276.0,128.99684780309283,2.139587165891837,0.9696856097211438,2.2064751136269063
2014,外国人,永住者等,計,窃盗犯,計,2218.0,1035.4937709593328,2.1419732906216664,0.9785787338827563,2.1888614747664206
2014,外国人,永住者等,計,粗暴犯,計,1312.0,509.8686559196421,2.5732117178953984,0.9780454760518859,2.630973488352282
2014,外国人,永住者等,計,風俗犯,計,87.0,56.9584686875711,1.5274287038370513,0.9891087977149516,1.544247414809909
2015,外国人,来日外国人,計,その他の刑法犯,計,1065.0,690.4656999565057,1.5424372276089706,0.9797633476201807,1.5742957024831659
2015,外国人,来日外国人,計,凶悪犯,計,167.0,86.02282999550765,1.941345105813436,0.9685507698498127,2.004381356399591
2015,外国人,来日外国人,計,知能犯,計,429.0,242.91033363401291,1.7660837790720088,0.9717977719592977,1.8173367237828761
2015,外国人,来日外国人,計,窃盗犯,計,3168.0,1546.169491532926,2.048934490913499,0.9768925384859262,2.0974000826018364
2015,外国人,来日外国人,計,粗暴犯,計,1238.0,866.6690348793246,1.4284576351252467,0.9748866577499337,1.4652550876244095
2015,外国人,来日外国人,計,風俗犯,計,120.0,107.25534176098532,1.1188253939595447,0.9887561967984079,1.13154830036191
2015,外国人,永住者等,計,その他の刑法犯,計,733.0,341.4758534355943,2.1465646622602295,0.9797633476201807,2.1909011675872327
2015,外国人,永住者等,計,凶悪犯,計,85.0,41.32242448913841,2.056994502400076,0.9685507698498127,2.1237859350615578
2015,外国人,永住者等,計,知能犯,計,300.0,129.5126233457354,2.316376521840243,0.9717977719592977,2.383599333810019
2015,外国人,永住者等,計,窃盗犯,計,2148.0,991.684075968812,2.166012394523469,0.9768925384859262,2.2172473523859084
2015,外国人,永住者等,計,粗暴犯,計,1402.0,518.6406050662139,2.703220662448921,0.9748866577499337,2.7728563530534225
2015,外国人,永住者等,計,風俗犯,計,109.0,58.22254339668479,1.872127077262078,0.9887561967984079,1.8934162772623064
2016,外国人,来日外国人,計,その他の刑法犯,計,1117.0,716.2524243664338,1.5595060651809316,0.9781368943155181,1.5943638096508412
2016,外国人,来日外国人,計,凶悪犯,計,161.0,96.28274790138596,1.6721583410238592,0.9649047635161316,1.7329775997068164
2016,外国人,来日外国人,計,知能犯,計,437.0,276.43801290090084,1.5808245595972301,0.9762685635782247,1.6192517290561765
2016,外国人,来日外国人,計,窃盗犯,計,3030.0,1637.294587140124,1.8506138258800002,0.9773223654677903,1.8935551781772777
2016,外国人,来日外国人,計,粗暴犯,計,1225.0,980.07840576933,1.249900000641698,0.978143271744298,1.2778291654685547
2016,外国人,来日外国人,計,風俗犯,計,127.0,121.8017029419862,1.0426783610775108,0.9922686291326352,1.0508025049516478
2016,外国人,永住者等,計,その他の刑法犯,計,656.0,316.2902813161924,2.0740441257637094,0.9781368943155181,2.1204027144023505
2016,外国人,永住者等,計,凶悪犯,計,115.0,40.28519066946417,2.8546470325426316,0.9649047635161316,2.958475427295273
2016,外国人,永住者等,計,知能犯,計,264.0,128.60834358429005,2.0527439561257865,0.9762685635782247,2.1026426873790327
2016,外国人,永住者等,計,窃盗犯,計,2080.0,941.7878637436714,2.208565304432632,0.9773223654677903,2.259812506567896
2016,外国人,永住者等,計,粗暴犯,計,1371.0,524.9054399512135,2.6118990119961905,0.978143271744298,2.670262207435581
2016,外国人,永住者等,計,風俗犯,計,95.0,58.61981841663096,1.6206123213279633,0.9922686291326352,1.6332395016302972
2017,外国人,来日外国人,計,その他の刑法犯,計,1136.0,745.879211734839,1.5230348052706546,0.9771013705533754,1.5587275293740435
2017,外国人,来日外国人,計,凶悪犯,計,147.0,104.5444299271387,1.4061007372889243,0.9711027185675521,1.447942334424752
2017,外国人,来日外国人,計,知能犯,計,598.0,306.39231934066487,1.9517460531871516,0.9668097712872913,2.0187487871460315
2017,外国人,来日外国人,計,窃盗犯,計,2868.0,1744.5939956352447,1.6439354985603392,0.9788678163790062,1.6794254250196192
2017,外国人,来日外国人,計,粗暴犯,計,1233.0,1102.3670804894605,1.1185021957046626,0.980369521261117,1.14089858104305
2017,外国人,来日外国人,計,風俗犯,計,131.0,133.02627879039073,0.9847678307713655,0.9919893373502278,0.9927201772166704
2017,外国人,永住者等,計,その他の刑法犯,計,613.0,293.6661585154998,2.0874042930201835,0.9771013705533754,2.1363231655667363
2017,外国人,永住者等,計,凶悪犯,計,105.0,39.08070235543835,2.6867480283498164,0.9711027185675521,2.766698081448034
2017,外国人,永住者等,計,知能犯,計,228.0,124.62419631971528,1.8295002634567112,0.9668097712872913,1.8923063438020096
2017,外国人,永住者等,計,窃盗犯,計,2004.0,907.002555166878,2.209475583705811,0.9788678163790062,2.2571746120727783
2017,外国人,永住者等,計,粗暴犯,計,1348.0,521.3870639117285,2.5854112871281707,0.980369521261117,2.6371804009190103
2017,外国人,永住者等,計,風俗犯,計,96.0,55.610426889371816,1.7262949660677283,0.9919893373502278,1.740235404826987
2018,外国人,来日外国人,計,その他の刑法犯,計,1073.0,767.495089302969,1.3980545477815205,0.9797610580883714,1.426934185881289
2018,外国人,来日外国人,計,凶悪犯,計,171.0,119.6193070011436,1.4295351167547325,0.9738455496012682,1.4679279659285214
2018,外国人,来日外国人,計,知能犯,計,463.0,332.34567664455386,1.3931277959580075,0.9780462222389528,1.4243987290997822
2018,外国人,来日外国人,計,窃盗犯,計,2694.0,1831.5675118662,1.4708712523815517,0.9807964232341111,1.499670285839187
2018,外国人,来日外国人,計,粗暴犯,計,1290.0,1248.702174351464,1.0330725984920983,0.9833808748259838,1.0505315132093735
2018,外国人,来日外国人,計,風俗犯,計,153.0,144.90268869735056,1.0558810286782312,0.994068845347389,1.062180988389432
2018,外国人,永住者等,計,その他の刑法犯,計,542.0,275.01831427874004,1.9707778422736797,0.9797610580883714,2.0114882358346615
2018,外国人,永住者等,計,凶悪犯,計,94.0,40.91373598716969,2.2975169031123888,0.9738455496012682,2.3592210325888794
2018,外国人,永住者等,計,知能犯,計,247.0,123.05980314195384,2.007154194087868,0.9780462222389528,2.0522079104738746
2018,外国人,永住者等,計,窃盗犯,計,1889.0,866.3920109902938,2.1803063463626082,0.9807964232341111,2.2229958171882322
2018,外国人,永住者等,計,粗暴犯,計,1305.0,532.2578062263993,2.4518193716165237,0.9833808748259838,2.4932550900487978
2018,外国人,永住者等,計,風俗犯,計,82.0,57.830245986754925,1.4179431299458896,0.994068845347389,1.4264033488046521
2019,外国人,来日外国人,計,その他の刑法犯,計,931.0,749.0377741739081,1.2429279698567575,0.9828788267369142,1.2645790468222695
2019,外国人,来日外国人,計,凶悪犯,計,157.0,137.76288003673486,1.13963935682918,0.9757311871885198,1.1679849653191332
2019,外国人,来日外国人,計,知能犯,計,457.0,347.6135201955542,1.3146784386951034,0.9794949352056246,1.342200343709908
2019,外国人,来日外国人,計,窃盗犯,計,2528.0,1854.120269515824,1.3634498481914281,0.9818702767364047,1.3886252395004144
2019,外国人,来日外国人,計,粗暴犯,計,1342.0,1360.1885608720484,0.9866279121915367,0.9846631094736038,1.001995406041954
2019,外国人,来日外国人,計,風俗犯,計,148.0,157.97863020920778,0.9368355694944734,0.9962225706585421,0.940387818030652
2019,外国人,永住者等,計,その他の刑法犯,計,492.0,256.57232087621634,1.9175879857958882,0.9828788267369142,1.950991244935187
2019,外国人,永住者等,計,凶悪犯,計,117.0,41.04073735526301,2.8508259729158123,0.9757311871885198,2.9217329632869546
2019,外国人,永住者等,計,知能犯,計,214.0,109.93041231327534,1.9466860488992916,0.9794949352056246,1.9874386062962393
2019,外国人,永住者等,計,窃盗犯,計,1779.0,816.4925346334055,2.1788319237955407,0.9818702767364047,2.2190629204477643
2019,外国人,永住者等,計,粗暴犯,計,1289.0,528.8378981825177,2.437419868035115,0.9846631094736038,2.475384570198987
2019,外国人,永住者等,計,風俗犯,計,82.0,55.406634530934426,1.4799671680873898,0.9962225706585421,1.4855788371759873
2020,外国人,来日外国人,計,その他の刑法犯,計,1082.0,623.1111576165903,1.7364478019277758,0.9716539704244684,1.7871051369956386
2020,外国人,来日外国人,計,凶悪犯,計,192.0,124.0554323246561,1.5476952230316792,0.9677305227116522,1.5993039247071832
2020,外国人,来日外国人,計,知能犯,計,428.0,296.22484576574624,1.4448484187530346,0.9765268294323417,1.479578824877684
2020,外国人,来日外国人,計,窃盗犯,計,2503.0,1477.079024750099,1.6945606552252492,0.9770660367757908,1.7343358498235295
2020,外国人,来日外国人,計,粗暴犯,計,1252.0,1138.0635172134284,1.1001143442903323,0.9811706042738778,1.1212263591044695
2020,外国人,来日外国人,計,風俗犯,計,177.0,133.2550727979956,1.3282796390672371,0.9854211454326702,1.3479309280338485
2020,外国人,永住者等,計,その他の刑法犯,計,485.0,247.41851412345983,1.9602413413492126,0.9716539704244684,2.017427398040558
2020,外国人,永住者等,計,凶悪犯,計,104.0,41.82925270716254,2.4862983024841796,0.9677305227116522,2.569205211712646
2020,外国人,永住者等,計,知能犯,計,213.0,107.68466100035783,1.9779975905694889,0.9765268294323417,2.0255435190851903
2020,外国人,永住者等,計,窃盗犯,計,1701.0,775.7573184233974,2.192696039860778,0.9770660367757908,2.2441636054574476
2020,外国人,永住者等,計,粗暴犯,計,1252.0,501.9728061267624,2.4941590156257076,0.9811706042738778,2.542023787465104
2020,外国人,永住者等,計,風俗犯,計,81.0,54.64509496170027,1.4822922360510378,0.9854211454326702,1.5042220708590597
2021,外国人,来日外国人,計,その他の刑法犯,計,1071.0,487.7372022837558,2.1958546425927823,0.9631553740046908,2.2798550492042295
2021,外国人,来日外国人,計,凶悪犯,計,224.0,115.91499240215704,1.9324506291891161,0.9565747119022292,2.0201774154642615
2021,外国人,来日外国人,計,知能犯,計,448.0,364.5065416285309,1.2290588750436129,0.9840611484120649,1.24896595808796
2021,外国人,来日外国人,計,窃盗犯,計,2293.0,1270.9488106517813,1.804163929170428,0.9758652764250932,1.8487838155074618
2021,外国人,来日外国人,計,粗暴犯,計,1343.0,998.590445396665,1.3448957039304807,0.9758345160949081,1.3782005880592139
2021,外国人,来日外国人,計,風俗犯,計,194.0,131.37694277616004,1.4766670307630547,0.9772459053513401,1.5110495962959931
2021,外国人,永住者等,計,その他の刑法犯,計,444.0,224.59255290155443,1.976913278129121,0.9631553740046908,2.052538283526717
2021,外国人,永住者等,計,凶悪犯,計,93.0,40.12122093136043,2.3179753218154757,0.9565747119022292,2.423203637911342
2021,外国人,永住者等,計,知能犯,計,232.0,124.3201094401823,1.866150223360516,0.9840611484120649,1.8963762834980717
2021,外国人,永住者等,計,窃盗犯,計,1682.0,750.8412528702695,2.2401539520772924,0.9758652764250932,2.295556575476989
2021,外国人,永住者等,計,粗暴犯,計,1196.0,481.2274849000006,2.485311079537632,0.9758345160949081,2.5468571141379
2021,外国人,永住者等,計,風俗犯,計,108.0,56.52591545986266,1.9106280565537683,0.9772459053513401,1.955114926643625
2022,外国人,来日外国人,計,その他の刑法犯,計,887.0,523.1806112543505,1.6953992195417469,0.9723408692290308,1.7436264104439312
2022,外国人,来日外国人,計,凶悪犯,計,196.0,116.65669736319032,1.6801435702383047,0.9651385581385117,1.7408314651513273
2022,外国人,来日外国人,計,知能犯,計,466.0,409.657256946758,1.1375362991813536,0.987037704149716,1.152475021368393
2022,外国人,来日外国人,計,窃盗犯,計,1992.0,1307.4826594624649,1.5235383701524237,0.9790048659018521,1.5562112336887635
2022,外国人,来日外国人,計,粗暴犯,計,1267.0,1084.585018762642,1.1681887340150316,0.9804378421381958,1.1914969861499611
2022,外国人,来日外国人,計,風俗犯,計,206.0,147.21176277420213,1.3993446998930992,0.9849162239555915,1.4207753571903732
2022,外国人,永住者等,計,その他の刑法犯,計,430.0,223.79432647217277,1.9214070650422295,0.9723408692290308,1.9760632570815555
2022,外国人,永住者等,計,凶悪犯,計,92.0,40.13030798333418,2.292531620694437,0.9651385581385117,2.3753393762612736
2022,外国人,永住者等,計,知能犯,計,222.0,125.8142671773959,1.7645057669571282,0.987037704149716,1.787678180416788
2022,外国人,永住者等,計,窃盗犯,計,1633.0,719.5466373045572,2.2694845828440893,0.9790048659018521,2.318154548449008
2022,外国人,永住者等,計,粗暴犯,計,1145.0,491.610266785879,2.3290807319504276,0.9804378421381958,2.375551648303408
2022,外国人,永住者等,計,風俗犯,計,75.0,57.94774583379409,1.294269499543869,0.9849162239555915,1.3140909531836749
2023,外国人,来日外国人,計,その他の刑法犯,計,1005.0,720.1655619466927,1.3955124392276772,0.9767582530787996,1.4287183495291078
2023,外国人,来日外国人,計,凶悪犯,計,245.0,181.00627202230612,1.3535442571283258,0.9718350610031312,1.3927715838232808
2023,外国人,来日外国人,計,知能犯,計,425.0,463.2400531362736,0.9174508920863448,0.9957699900149535,0.9213482041897723
2023,外国人,来日外国人,計,窃盗犯,計,2414.0,1872.3067995666397,1.289318609833997,0.9812551804507069,1.3139483342567337
2023,外国人,来日外国人,計,粗暴犯,計,1442.0,1499.9829587630616,0.9613442549968192,0.9860267037977319,0.9749677684125115
2023,外国人,来日外国人,計,風俗犯,計,204.0,235.9015893893532,0.8647673825685848,1.0025634273682227,0.8625562821881911
2023,外国人,永住者等,計,その他の刑法犯,計,470.0,244.3122347313949,1.9237677577495609,0.9767582530787996,1.9695433866934131
2023,外国人,永住者等,計,凶悪犯,計,113.0,49.60734284756881,2.277888584906095,0.9718350610031312,2.3439045125155817
2023,外国人,永住者等,計,知能犯,計,205.0,124.62609705533684,1.6449203244243082,0.9957699900149535,1.6519079113838393
2023,外国人,永住者等,計,窃盗犯,計,1766.0,791.2835813239866,2.231816812178896,0.9812551804507069,2.274450985475343
2023,外国人,永住者等,計,粗暴犯,計,1249.0,546.0945660409528,2.2871496580801627,0.9860267037977319,2.3195615790841053
2023,外国人,永住者等,計,風俗犯,計,88.0,73.83825820554563,1.1917940934499285,1.0025634273682227,1.1887468272989425
2024,外国人,来日外国人,計,その他の刑法犯,計,1216.0,906.2078305394132,1.3418555424269347,0.9753378451117392,1.375785374423983
2024,外国人,来日外国人,計,凶悪犯,計,302.0,299.2800926629872,1.009088166582719,0.9851107521691224,1.0243398159656674
2024,外国人,来日外国人,計,知能犯,計,478.0,521.6055497973034,0.9164012924819366,0.9941880668935232,0.9217584911729608
2024,外国人,来日外国人,計,窃盗犯,計,2645.0,2346.949400968308,1.1269948976781186,0.9845737478138575,1.1446525973097417
2024,外国人,来日外国人,計,粗暴犯,計,1459.0,1803.2700367076616,0.8090857000340248,0.9932288802321324,0.814601464110598
2024,外国人,来日外国人,計,風俗犯,計,268.0,479.1491579330293,0.5593247855346505,1.02003407980466,0.5483393119980492
2024,外国人,永住者等,計,その他の刑法犯,計,490.0,255.93990614850895,1.9145119156044303,0.9753378451117392,1.9629217969954762
2024,外国人,永住者等,計,凶悪犯,計,142.0,64.3315498622343,2.207315077968622,0.9851107521691224,2.240677074235886
2024,外国人,永住者等,計,知能犯,計,230.0,123.0364869473851,1.8693641675445138,0.9941880668935232,1.8802923006163192
2024,外国人,永住者等,計,窃盗犯,計,1824.0,831.9197151367099,2.192519262150508,0.9845737478138575,2.2268715441771287
2024,外国人,永住者等,計,粗暴犯,計,1182.0,545.5721645555619,2.1665328196552873,0.9932288802321324,2.181302681360752
2024,外国人,永住者等,計,風俗犯,計,118.0,121.67135570228324,0.9698256366003954,1.02003407980466,0.9507776806693755
2013,外国人,来日外国人,計,凶悪犯,不同意性交等,13.0,18.42554488807111,0.7055422284100991,0.9948263875679738,0.7092114133953762
2013,外国人,来日外国人,計,凶悪犯,強盗,86.0,37.66951249111137,2.28301335251665,0.9524694232126903,2.3969413577771554
2013,外国人,来日外国人,計,凶悪犯,放火,4.0,7.125925519615104,0.5613305933368854,1.0042823507332235,0.5589370289411734
2013,外国人,来日外国人,計,凶悪犯,殺人,17.0,12.025630258829278,1.4136473211055625,0.9722220524624076,1.4540374984553472
2013,外国人,永住者等,計,凶悪犯,不同意性交等,17.0,8.867986415988863,1.9170078981344878,0.9948263875679738,1.9269773320156365
2013,外国人,永住者等,計,凶悪犯,強盗,75.0,19.884617865864453,3.7717596840898353,0.9524694232126903,3.9599798084516418
2013,外国人,永住者等,計,凶悪犯,放火,5.0,5.172419207365496,0.9666656548023076,1.0042823507332235,0.9625437050611793
2013,外国人,永住者等,計,凶悪犯,殺人,28.0,8.374215106443513,3.343596939426059,0.9722220524624076,3.4391288810591387
2014,外国人,来日外国人,計,凶悪犯,不同意性交等,27.0,19.552661290245737,1.3808861923808564,0.9789402697059225,1.410592898375383
2014,外国人,来日外国人,計,凶悪犯,強盗,71.0,37.726540925996254,1.8819642155710061,0.9590474848038212,1.9623264180250397
2014,外国人,来日外国人,計,凶悪犯,放火,5.0,8.057923913247551,0.6205072241721964,1.0015168204425415,0.6195674515960821
2014,外国人,来日外国人,計,凶悪犯,殺人,28.0,13.177143996056513,2.124891403507428,0.9737107125256428,2.182261503517626
2014,外国人,永住者等,計,凶悪犯,不同意性交等,18.0,8.688191308501452,2.0717775841776045,0.9789402697059225,2.1163472872558144
2014,外国人,永住者等,計,凶悪犯,強盗,66.0,18.749836945834367,3.520030610968228,0.9590474848038212,3.6703402769345366
2014,外国人,永住者等,計,凶悪犯,放火,8.0,5.828072148700479,1.3726666032752888,1.0015168204425415,1.3705876678823494
2014,外国人,永住者等,計,凶悪犯,殺人,19.0,8.983708025717243,2.114939615758836,0.9737107125256428,2.172041026716278
2015,外国人,来日外国人,計,凶悪犯,不同意性交等,34.0,22.80467433155235,1.490922409400861,0.9742749359894113,1.530289196947036
2015,外国人,来日外国人,計,凶悪犯,強盗,86.0,39.89566270087392,2.1556227965130694,0.957551036865619,2.2511831886988865
2015,外国人,来日外国人,計,凶悪犯,放火,5.0,9.417632669273392,0.530918987349479,1.0140797708865437,0.5235475576890082
2015,外国人,来日外国人,計,凶悪犯,殺人,42.0,13.904860293807983,3.020526572187363,0.9569572557222554,3.1563860915685793
2015,外国人,永住者等,計,凶悪犯,不同意性交等,16.0,9.012335562724273,1.7753444585637996,0.9742749359894113,1.8222212159865052
2015,外国人,永住者等,計,凶悪犯,強盗,48.0,17.846058179075484,2.689669590805214,0.957551036865619,2.8089046821038295
2015,外国人,永住者等,計,凶悪犯,放火,2.0,5.690788811763616,0.3514451275833211,1.0140797708865437,0.3465655638471869
2015,外国人,永住者等,計,凶悪犯,殺人,19.0,8.773241935575044,2.1656760567557107,0.9569572557222554,2.2630854657360686
2016,外国人,来日外国人,計,凶悪犯,不同意性交等,36.0,23.686830241148595,1.519831891118173,0.980056407272069,1.550759609182637
2016,外国人,来日外国人,計,凶悪犯,強盗,87.0,47.35707780723563,1.837106595853078,0.9545164326227314,1.9246463791149695
2016,外国人,来日外国人,計,凶悪犯,放火,3.0,10.423953144058176,0.28779868429378436,1.0142685404705225,0.2837499861331335
2016,外国人,来日外国人,計,凶悪犯,殺人,35.0,14.814886708943543,2.3624885351887963,0.939021320940554,2.515905105139095
2016,外国人,永住者等,計,凶悪犯,不同意性交等,9.0,8.504537652538456,1.058258587086584,0.980056407272069,1.0797935498755487
2016,外国人,永住者等,計,凶悪犯,強盗,66.0,18.39412372111472,3.588102428833738,0.9545164326227314,3.7590787399800796
2016,外国人,永住者等,計,凶悪犯,放火,5.0,5.580632627635988,0.8959557694658804,1.0142685404705225,0.8833516309696874
2016,外国人,永住者等,計,凶悪犯,殺人,35.0,7.805896668175011,4.4837898178561035,0.939021320940554,4.774960608311849
2017,外国人,来日外国人,計,凶悪犯,不同意性交等,36.0,28.67838550255152,1.2553007907923224,0.9765057416550714,1.2855027238905155
2017,外国人,来日外国人,計,凶悪犯,強盗,71.0,45.927515283458334,1.5459142425144867,0.9590500730920574,1.6119223447117108
2017,外国人,来日外国人,計,凶悪犯,放火,5.0,11.223275172227472,0.4455027541668708,1.010627632216437,0.44081790361285267
2017,外国人,来日外国人,計,凶悪犯,殺人,35.0,18.71525396890136,1.8701322492421726,0.9626751866188173,1.9426409605617825
2017,外国人,永住者等,計,凶悪犯,不同意性交等,19.0,8.822904396725088,2.1534858755867825,0.9765057416550714,2.205297709706097
2017,外国人,永住者等,計,凶悪犯,強盗,56.0,15.82246650626318,3.5392711988256007,0.9590500730920574,3.690392502046004
2017,外国人,永住者等,計,凶悪犯,放火,6.0,5.7497409085789615,1.0435252814692288,1.010627632216437,1.032551701738694
2017,外国人,永住者等,計,凶悪犯,殺人,24.0,8.68559054387112,2.763197260885767,0.9626751866188173,2.870331861976087
2018,外国人,来日外国人,計,凶悪犯,不同意性交等,34.0,35.7015311861973,0.9523401061617454,0.9880170575380031,0.9638903487504967
2018,外国人,来日外国人,計,凶悪犯,強盗,95.0,52.44493926807532,1.8114235868288842,0.9566503504407291,1.8935064268720132
2018,外国人,来日外国人,計,凶悪犯,放火,4.0,11.762940730448992,0.34005102054504016,1.0155951581314497,0.33482930459287097
2018,外国人,来日外国人,計,凶悪犯,殺人,38.0,19.709895816422,1.9279655434981522,0.9641086763504348,1.999738816578572
2018,外国人,永住者等,計,凶悪犯,不同意性交等,24.0,10.81847396015054,2.2184274869453064,0.9880170575380031,2.2453331853129237
2018,外国人,永住者等,計,凶悪犯,強盗,46.0,16.46049408380111,2.7945698206756098,0.9566503504407291,2.9212029446162338
2018,外国人,永住者等,計,凶悪犯,放火,5.0,5.344860323423021,0.9354781411383709,1.0155951581314497,0.9211132345879999
2018,外国人,永住者等,計,凶悪犯,殺人,19.0,8.289907619795018,2.2919435138976625,0.9641086763504348,2.3772667647527586
2019,外国人,来日外国人,計,凶悪犯,不同意性交等,34.0,44.53341527559429,0.7634716490884783,0.9975595745633252,0.7653394028348459
2019,外国人,来日外国人,計,凶悪犯,強盗,70.0,55.50426863650277,1.261164262129634,0.9657168694942148,1.3059358306437756
2019,外国人,来日外国人,計,凶悪犯,放火,5.0,12.664950514319434,0.3947903305541404,0.9976590580461486,0.39571668033297064
2019,外国人,来日外国人,計,凶悪犯,殺人,48.0,25.060245610318347,1.9153842602498836,0.9531196952133562,2.0095946709202397
2019,外国人,永住者等,計,凶悪犯,不同意性交等,25.0,11.72906795520976,2.1314566592561706,0.9975595745633252,2.136671045625722
2019,外国人,永住者等,計,凶悪犯,強盗,51.0,14.91995280672414,3.4182413752016205,0.9657168694942148,3.539589586947873
2019,外国人,永住者等,計,凶悪犯,放火,14.0,5.161832074896957,2.712215313645103,0.9976590580461486,2.7185793501006272
2019,外国人,永住者等,計,凶悪犯,殺人,27.0,9.22988451843215,2.9252803700935575,0.9531196952133562,3.069163699779315
2020,外国人,来日外国人,計,凶悪犯,不同意性交等,46.0,38.81623315403,1.185071199914311,0.982939505943467,1.2056400142110775
2020,外国人,来日外国人,計,凶悪犯,強盗,80.0,52.011078866426566,1.5381338311680444,0.9577555324769781,1.6059774953114323
2020,外国人,来日外国人,計,凶悪犯,放火,7.0,12.667703696485525,0.5525863382755037,1.0100231575535508,0.5471026422938288
2020,外国人,来日外国人,計,凶悪犯,殺人,59.0,20.56041660771402,2.8695916588511103,0.9381213389029129,3.0588704678724796
2020,外国人,永住者等,計,凶悪犯,不同意性交等,24.0,11.970003632277134,2.005011922910697,0.982939505943467,2.0398121255551747
2020,外国人,永住者等,計,凶悪犯,強盗,51.0,14.94509997294062,3.4124897185257947,0.9577555324769781,3.5630070543161514
2020,外国人,永住者等,計,凶悪犯,放火,6.0,5.978876389642958,1.0035330401534364,1.0100231575535508,0.9935742885184587
2020,外国人,永住者等,計,凶悪犯,殺人,23.0,8.93527271230183,2.574068049241995,0.9381213389029129,2.743854065031973
2021,外国人,来日外国人,計,凶悪犯,不同意性交等,56.0,39.13430207979637,1.4309696870488149,0.9623099885847204,1.4870153110988251
2021,外国人,来日外国人,計,凶悪犯,強盗,87.0,44.804676583831146,1.9417615890434987,0.9479892276889007,2.048294993580583
2021,外国人,来日外国人,計,凶悪犯,放火,12.0,10.450464914532333,1.148274272785022,0.9962662346534735,1.1525777275633764
2021,外国人,来日外国人,計,凶悪犯,殺人,69.0,21.525548823997216,3.205493182272644,0.9377473879391022,3.4182907076045197
2021,外国人,永住者等,計,凶悪犯,不同意性交等,31.0,12.6679199804776,2.4471262881178424,0.9623099885847204,2.5429708899903005
2021,外国人,永住者等,計,凶悪犯,強盗,44.0,13.280659005937002,3.313088603534673,0.9479892276889007,3.494858914812396
2021,外国人,永住者等,計,凶悪犯,放火,6.0,5.6156916490515325,1.0684347316351275,0.9962662346534735,1.0724389670867005
2021,外国人,永住者等,計,凶悪犯,殺人,12.0,8.556950295894302,1.4023687861968421,0.9377473879391022,1.495465414495948
2022,外国人,来日外国人,計,凶悪犯,不同意性交等,46.0,44.97476445536599,1.0227957957545608,0.9894947632287854,1.0336545818768277
2022,外国人,来日外国人,計,凶悪犯,強盗,99.0,39.77692782643784,2.4888799967653457,0.9317576022229573,2.671166825821926
2022,外国人,来日外国人,計,凶悪犯,放火,7.0,11.276753695000249,0.6207460222442897,1.0001232429557851,0.6206695290969579
2022,外国人,来日外国人,計,凶悪犯,殺人,44.0,20.628251386386268,2.132997081324986,0.956119670150417,2.2308892368979527
2022,外国人,永住者等,計,凶悪犯,不同意性交等,24.0,13.57378993445504,1.768113409437668,0.9894947632287854,1.78688506007672
2022,外国人,永住者等,計,凶悪犯,強盗,40.0,12.57955418386565,3.1797629244527132,0.9317576022229573,3.412650368364623
2022,外国人,永住者等,計,凶悪犯,放火,10.0,5.786708605947533,1.7280980745638512,1.0001232429557851,1.727885124893802
2022,外国人,永住者等,計,凶悪犯,殺人,18.0,8.190255259065957,2.1977337006774533,0.956119670150417,2.298596890420323
2023,外国人,来日外国人,計,凶悪犯,不同意性交等,77.0,78.37858964090731,0.9824111450943002,0.9877701223585615,0.9945746716336535
2023,外国人,来日外国人,計,凶悪犯,強盗,107.0,62.12431751236965,1.7223529253048953,0.951528237760824,1.810091237395128
