年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり,日本人_検挙人員数_1万人あたり,対日本人倍率
2020,外国人,来日外国人,定住者,凶悪犯,放火,1.0,158212.93283239022,0.0632059580779906,0.051891858886152234,1.2180322585217243
2020,外国人,来日外国人,定住者,凶悪犯,殺人,9.0,158212.93283239022,0.5688536227019155,0.07259388343300031,7.836109542575063
2020,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,4.0,414849.0,0.09642062533596561,0.1009565690456424,0.9550703460650877
2020,外国人,来日外国人,技能実習,凶悪犯,強盗,14.0,414849.0,0.3374721886758797,0.1386214859524629,2.434486878834989
2020,外国人,来日外国人,技能実習,凶悪犯,放火,1.0,414849.0,0.024105156333991403,0.051891858886152234,0.46452674564765034
2020,外国人,来日外国人,技能実習,凶悪犯,殺人,32.0,414849.0,0.7713650026877249,0.07259388343300031,10.625757518533188
2020,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,144561.4216431667,0.2766989944159198,0.1009565690456424,2.7407725622175643
2020,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,7.0,144561.4216431667,0.48422324022785956,0.1386214859524629,3.4931326619447214
2020,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,1.0,144561.4216431667,0.06917474860397994,0.051891858886152234,1.3330558991102126
2020,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,2.0,144561.4216431667,0.1383494972079599,0.07259388343300031,1.9058010215922387
2020,外国人,来日外国人,留学,凶悪犯,不同意性交等,5.0,285734.41782833164,0.17498766994895185,0.1009565690456424,1.7332965214956941
2020,外国人,来日外国人,留学,凶悪犯,強盗,10.0,285734.41782833164,0.3499753398979037,0.1386214859524629,2.5246832227575444
2020,外国人,来日外国人,留学,凶悪犯,放火,3.0,285734.41782833164,0.1049926019693711,0.051891858886152234,2.0232962206984886
2020,外国人,来日外国人,留学,凶悪犯,殺人,4.0,285734.41782833164,0.13999013595916146,0.07259388343300031,1.9284012555736012
2020,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,3.0,125506.4933951861,0.23903145716563118,0.1009565690456424,2.3676662095912273
2020,外国人,来日外国人,短期滞在,凶悪犯,強盗,4.0,125506.4933951861,0.3187086095541749,0.1386214859524629,2.299128503524113
2020,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,125506.4933951861,0.07967715238854373,0.051891858886152234,1.5354461007718154
2020,外国人,来日外国人,短期滞在,凶悪犯,殺人,2.0,125506.4933951861,0.15935430477708745,0.07259388343300031,2.1951478174350827
2021,外国人,来日外国人,その他,凶悪犯,不同意性交等,19.0,668368.0238751931,0.284274521241129,0.10558880429999667,2.6922790074736924
2021,外国人,来日外国人,その他,凶悪犯,強盗,30.0,668368.0238751931,0.44885450722283526,0.12160097132989219,3.691208238831699
2021,外国人,来日外国人,その他,凶悪犯,放火,3.0,668368.0238751931,0.044885450722283525,0.04721301821386333,0.9507007266293271
2021,外国人,来日外国人,その他,凶悪犯,殺人,17.0,668368.0238751931,0.2543508874262733,0.07017904063959918,3.6243141129910725
2021,外国人,来日外国人,定住者,凶悪犯,不同意性交等,18.0,155999.69072999308,1.1538484413507402,0.10558880429999667,10.927753647748965
2021,外国人,来日外国人,定住者,凶悪犯,強盗,17.0,155999.69072999308,1.0897457501645877,0.12160097132989219,8.961653334233723
2021,外国人,来日外国人,定住者,凶悪犯,放火,4.0,155999.69072999308,0.2564107647446089,0.04721301821386333,5.430933552757236
2021,外国人,来日外国人,定住者,凶悪犯,殺人,7.0,155999.69072999308,0.4487188383030656,0.07017904063959918,6.393915251811975
2021,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,6.0,363290.0,0.16515731234000386,0.10558880429999667,1.5641555317812141
2021,外国人,来日外国人,技能実習,凶悪犯,強盗,9.0,363290.0,0.24773596851000576,0.12160097132989219,2.03728609895657
2021,外国人,来日外国人,技能実習,凶悪犯,殺人,32.0,363290.0,0.8808389991466872,0.07017904063959918,12.551311490138348
2021,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,6.0,141869.6493719279,0.42292343898519813,0.10558880429999667,4.005381458659168
2021,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,5.0,141869.6493719279,0.3524361991543318,0.12160097132989219,2.8983008548361426
2021,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,5.0,141869.6493719279,0.3524361991543318,0.04721301821386333,7.464809759839599
2021,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,3.0,141869.6493719279,0.21146171949259907,0.07017904063959918,3.013174839173846
2021,外国人,来日外国人,留学,凶悪犯,不同意性交等,6.0,231385.84145292392,0.25930713661322774,0.10558880429999667,2.455820371603885
2021,外国人,来日外国人,留学,凶悪犯,強盗,20.0,231385.84145292392,0.8643571220440925,0.12160097132989219,7.108143237599407
2021,外国人,来日外国人,留学,凶悪犯,殺人,4.0,231385.84145292392,0.1728714244088185,0.07017904063959918,2.4632913592619587
2021,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,1.0,57132.98784562337,0.1750302299438737,0.10558880429999667,1.657658982921916
2021,外国人,来日外国人,短期滞在,凶悪犯,強盗,6.0,57132.98784562337,1.0501813796632422,0.12160097132989219,8.636291044207182
2021,外国人,来日外国人,短期滞在,凶悪犯,殺人,6.0,57132.98784562337,1.0501813796632422,0.07017904063959918,14.9643165550865
2022,外国人,来日外国人,その他,凶悪犯,不同意性交等,22.0,762797.1257649938,0.28841220367652337,0.11640856997809645,2.477585659980114
2022,外国人,来日外国人,その他,凶悪犯,強盗,49.0,762797.1257649938,0.6423726354613475,0.10869087473092984,5.910088009242504
2022,外国人,来日外国人,その他,凶悪犯,放火,3.0,762797.1257649938,0.03932893686498046,0.04731682205108103,0.8311829738379889
2022,外国人,来日外国人,その他,凶悪犯,殺人,14.0,762797.1257649938,0.18353503870324214,0.06642730552025551,2.7629457083319036
2022,外国人,来日外国人,定住者,凶悪犯,不同意性交等,7.0,158545.43971848226,0.44151380275770763,0.11640856997809645,3.7927946614307113
2022,外国人,来日外国人,定住者,凶悪犯,強盗,11.0,158545.43971848226,0.6938074043335405,0.10869087473092984,6.383308682086683
2022,外国人,来日外国人,定住者,凶悪犯,放火,1.0,158545.43971848226,0.06307340039395823,0.04731682205108103,1.3330016188717648
2022,外国人,来日外国人,定住者,凶悪犯,殺人,4.0,158545.43971848226,0.2522936015758329,0.06642730552025551,3.798040573825498
2022,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,2.0,333781.99999999994,0.0599193485568425,0.11640856997809645,0.5147331383601481
2022,外国人,来日外国人,技能実習,凶悪犯,強盗,19.0,333781.99999999994,0.5692338112900037,0.10869087473092984,5.23718125094837
2022,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,333781.99999999994,0.0,0.04731682205108103,0.0
2022,外国人,来日外国人,技能実習,凶悪犯,殺人,17.0,333781.99999999994,0.5093144627331613,0.06642730552025551,7.667245551271943
2022,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,9.0,144026.14448515582,0.6248865462706039,0.11640856997809645,5.3680458954884775
2022,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,4.0,144026.14448515582,0.27772735389804615,0.10869087473092984,2.555203963401484
2022,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,3.0,144026.14448515582,0.2082955154235346,0.04731682205108103,4.40214508063683
2022,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,5.0,144026.14448515582,0.34715919237255766,0.06642730552025551,5.226151951424543
2022,外国人,来日外国人,留学,凶悪犯,不同意性交等,4.0,262988.2937756695,0.15209802469048386,0.11640856997809645,1.3065878630680092
2022,外国人,来日外国人,留学,凶悪犯,強盗,7.0,262988.2937756695,0.26617154320834674,0.10869087473092984,2.448885832111195
2022,外国人,来日外国人,留学,凶悪犯,放火,0.0,262988.2937756695,0.0,0.04731682205108103,0.0
2022,外国人,来日外国人,留学,凶悪犯,殺人,2.0,262988.2937756695,0.07604901234524193,0.06642730552025551,1.14484565871865
2022,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,2.0,105149.25180651492,0.1902058232121517,0.11640856997809645,1.6339503461638694
2022,外国人,来日外国人,短期滞在,凶悪犯,強盗,9.0,105149.25180651492,0.8559262044546827,0.10869087473092984,7.874867200890365
2022,外国人,来日外国人,短期滞在,凶悪犯,放火,0.0,105149.25180651492,0.0,0.04731682205108103,0.0
2022,外国人,来日外国人,短期滞在,凶悪犯,殺人,2.0,105149.25180651492,0.1902058232121517,0.06642730552025551,2.8633680340105427
2023,外国人,来日外国人,その他,凶悪犯,不同意性交等,40.0,897160.3308953758,0.44585118871762375,0.16201395812562314,2.7519307217463176
2023,外国人,来日外国人,その他,凶悪犯,強盗,34.0,897160.3308953758,0.37897351040998023,0.13385768620065727,2.8311673477000485
2023,外国人,来日外国人,その他,凶悪犯,放火,0.0,897160.3308953758,0.0,0.051789077212806026,0.0
2023,外国人,来日外国人,その他,凶悪犯,殺人,13.0,897160.3308953758,0.14490163633322772,0.06766736826557365,2.141381289789981
2023,外国人,来日外国人,定住者,凶悪犯,不同意性交等,6.0,166257.377192097,0.3608862416413249,0.16201395812562314,2.2275009253307623
2023,外国人,来日外国人,定住者,凶悪犯,強盗,23.0,166257.377192097,1.3833972596250785,0.13385768620065727,10.334836189767381
2023,外国人,来日外国人,定住者,凶悪犯,放火,3.0,166257.377192097,0.18044312082066244,0.051789077212806026,3.4841926238462455
2023,外国人,来日外国人,定住者,凶悪犯,殺人,9.0,166257.377192097,0.5413293624619873,0.06766736826557365,7.999858370986672
2023,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,6.0,369072.0,0.16256990505917546,0.16201395812562314,1.0034314755344798
2023,外国人,来日外国人,技能実習,凶悪犯,強盗,13.0,369072.0,0.3522347942948801,0.13385768620065727,2.6314125418757652
2023,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,369072.0,0.0,0.051789077212806026,0.0
2023,外国人,来日外国人,技能実習,凶悪犯,殺人,21.0,369072.0,0.568994667707114,0.06766736826557365,8.408701007463222
2023,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,12.0,147358.83509907656,0.8143386850155142,0.16201395812562314,5.026348929664989
2023,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,9.0,147358.83509907656,0.6107540137616357,0.13385768620065727,4.5627115714976165
2023,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,1.0,147358.83509907656,0.06786155708462618,0.051789077212806026,1.3103449749795093
2023,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,5.0,147358.83509907656,0.33930778542313095,0.06766736826557365,5.014348778741505
2023,外国人,来日外国人,留学,凶悪犯,不同意性交等,8.0,308131.9945344474,0.2596289947782637,0.16201395812562314,1.6025100416159905
2023,外国人,来日外国人,留学,凶悪犯,強盗,11.0,308131.9945344474,0.3569898678201125,0.13385768620065727,2.666935892534198
2023,外国人,来日外国人,留学,凶悪犯,放火,0.0,308131.9945344474,0.0,0.051789077212806026,0.0
2023,外国人,来日外国人,留学,凶悪犯,殺人,1.0,308131.9945344474,0.03245362434728296,0.06766736826557365,0.47960523926263016
2023,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,5.0,437169.63896366645,0.11437207789298365,0.16201395812562314,0.7059396561640775
2023,外国人,来日外国人,短期滞在,凶悪犯,強盗,17.0,437169.63896366645,0.3888650648361444,0.13385768620065727,2.9050633988490007
2023,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,437169.63896366645,0.022874415578596728,0.051789077212806026,0.4416841698994496
2023,外国人,来日外国人,短期滞在,凶悪犯,殺人,7.0,437169.63896366645,0.16012090905017712,0.06766736826557365,2.366294318137979
2024,外国人,来日外国人,その他,凶悪犯,不同意性交等,40.0,1083458.5153049843,0.36918810858891393,0.2709114105018606,1.3627632291493252
2024,外国人,来日外国人,その他,凶悪犯,強盗,43.0,1083458.5153049843,0.39687721673308246,0.1492796094169499,2.658616392976837
2024,外国人,来日外国人,その他,凶悪犯,放火,3.0,1083458.5153049843,0.027689108144168546,0.045275605590721905,0.6115679245567669
2024,外国人,来日外国人,その他,凶悪犯,殺人,16.0,1083458.5153049843,0.14767524343556557,0.07709841853665965,1.9154120958440572
2024,外国人,来日外国人,定住者,凶悪犯,不同意性交等,20.0,173227.73400397028,1.1545495364813587,0.2709114105018606,4.261723544027059
2024,外国人,来日外国人,定住者,凶悪犯,強盗,21.0,173227.73400397028,1.2122770133054266,0.1492796094169499,8.12084797140271
2024,外国人,来日外国人,定住者,凶悪犯,放火,4.0,173227.73400397028,0.23090990729627175,0.045275605590721905,5.100095388753694
2024,外国人,来日外国人,定住者,凶悪犯,殺人,12.0,173227.73400397028,0.6927297218888152,0.07709841853665965,8.985005594627445
2024,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,6.0,437516.0,0.13713784181607072,0.2709114105018606,0.506209175767179
2024,外国人,来日外国人,技能実習,凶悪犯,強盗,16.0,437516.0,0.36570091150952194,0.1492796094169499,2.449771358177191
2024,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,437516.0,0.0,0.045275605590721905,0.0
2024,外国人,来日外国人,技能実習,凶悪犯,殺人,29.0,437516.0,0.6628329021110085,0.07709841853665965,8.597230847165005
2024,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,11.0,150546.8599808266,0.7306695072485033,0.2709114105018606,2.6970791148846245
2024,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,8.0,150546.8599808266,0.5313960052716389,0.1492796094169499,3.5597360372735656
2024,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,4.0,150546.8599808266,0.26569800263581944,0.045275605590721905,5.868458282759393
2024,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,5.0,150546.8599808266,0.3321225032947743,0.07709841853665965,4.307773228018326
2024,外国人,来日外国人,留学,凶悪犯,不同意性交等,22.0,370736.2134247088,0.5934138399044712,0.2709114105018606,2.19043501639587
2024,外国人,来日外国人,留学,凶悪犯,強盗,4.0,370736.2134247088,0.10789342543717657,0.1492796094169499,0.7227606359541148
2024,外国人,来日外国人,留学,凶悪犯,放火,0.0,370736.2134247088,0.0,0.045275605590721905,0.0
2024,外国人,来日外国人,留学,凶悪犯,殺人,3.0,370736.2134247088,0.08092006907788243,0.07709841853665965,1.049568468637338
2024,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,8.0,582362.3884656249,0.137371508848261,0.2709114105018606,0.5070716976955002
2024,外国人,来日外国人,短期滞在,凶悪犯,強盗,22.0,582362.3884656249,0.37777164933271773,0.1492796094169499,2.530631281848891
2024,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,582362.3884656249,0.017171438606032624,0.045275605590721905,0.37926469192388845
