年,表示区分,国籍・地域,人口,総人口,構成比,構成比_pct
2024,その他,モーリシャス,51,1190774,4.28292858258578e-05,0.00428292858258578
2024,その他,コスタリカ,50,1190774,4.198949590770373e-05,0.004198949590770373
2024,その他,エルサルバドル,48,1190774,4.030991607139558e-05,0.0040309916071395585
2024,その他,スロベニア,48,1190774,4.030991607139558e-05,0.0040309916071395585
2024,その他,ラトビア,48,1190774,4.030991607139558e-05,0.0040309916071395585
2024,その他,トルクメニスタン,45,1190774,3.779054631693336e-05,0.0037790546316933357
2024,その他,リベリア,44,1190774,3.695075639877928e-05,0.0036950756398779283
2024,その他,パレスチナ,42,1190774,3.5271176562471134e-05,0.0035271176562471133
2024,その他,アンゴラ,41,1190774,3.443138664431706e-05,0.0034431386644317055
2024,その他,グアテマラ,40,1190774,3.359159672616298e-05,0.003359159672616298
2024,その他,セントクリストファー・ネービス,38,1190774,3.191201688985483e-05,0.003191201688985483
2024,その他,パナマ,38,1190774,3.191201688985483e-05,0.003191201688985483
2024,その他,ボツワナ,38,1190774,3.191201688985483e-05,0.003191201688985483
2024,その他,ジョージア,37,1190774,3.107222697170076e-05,0.003107222697170076
2024,その他,アルメニア,34,1190774,2.8552857217238535e-05,0.0028552857217238534
2024,その他,モルドバ,33,1190774,2.771306729908446e-05,0.002771306729908446
2024,その他,パラグアイ,32,1190774,2.6873277380930387e-05,0.0026873277380930387
2024,その他,バルバドス,31,1190774,2.603348746277631e-05,0.002603348746277631
2024,その他,アイスランド,30,1190774,2.5193697544622237e-05,0.0025193697544622236
2024,その他,シエラレオネ,30,1190774,2.5193697544622237e-05,0.0025193697544622236
2024,その他,ナミビア,30,1190774,2.5193697544622237e-05,0.0025193697544622236
2024,その他,ブルネイ,30,1190774,2.5193697544622237e-05,0.0025193697544622236
2024,その他,ボスニア・ヘルツェゴビナ,29,1190774,2.4353907626468163e-05,0.0024353907626468163
2024,その他,リビア,28,1190774,2.351411770831409e-05,0.002351411770831409
2024,その他,パプアニューギニア,27,1190774,2.2674327790160012e-05,0.0022674327790160012
2024,その他,モルディブ,24,1190774,2.015495803569779e-05,0.0020154958035697793
2024,その他,ウルグアイ,23,1190774,1.9315168117543714e-05,0.0019315168117543715
2024,その他,ホンジュラス,23,1190774,1.9315168117543714e-05,0.0019315168117543715
2024,その他,エリトリア,21,1190774,1.7635588281235567e-05,0.0017635588281235566
2024,その他,コンゴ共和国,21,1190774,1.7635588281235567e-05,0.0017635588281235566
2024,その他,トーゴ,21,1190774,1.7635588281235567e-05,0.0017635588281235566
2024,その他,ルクセンブルク,20,1190774,1.679579836308149e-05,0.001679579836308149
2024,その他,レソト,20,1190774,1.679579836308149e-05,0.001679579836308149
2024,その他,南スーダン共和国,20,1190774,1.679579836308149e-05,0.001679579836308149
2024,その他,北マケドニア,19,1190774,1.5956008444927416e-05,0.0015956008444927415
2024,その他,ドミニカ,17,1190774,1.4276428608619267e-05,0.0014276428608619267
2024,その他,ブルンジ,17,1190774,1.4276428608619267e-05,0.0014276428608619267
2024,その他,サモア,16,1190774,1.3436638690465194e-05,0.0013436638690465194
2024,その他,アルバニア,15,1190774,1.2596848772311118e-05,0.0012596848772311118
2024,その他,ソロモン,15,1190774,1.2596848772311118e-05,0.0012596848772311118
2024,その他,バーレーン,15,1190774,1.2596848772311118e-05,0.0012596848772311118
2024,その他,東ティモール,14,1190774,1.1757058854157045e-05,0.0011757058854157045
2024,その他,ニカラグア,13,1190774,1.091726893600297e-05,0.001091726893600297
2024,その他,マルタ,13,1190774,1.091726893600297e-05,0.001091726893600297
2024,その他,アラブ首長国連邦,12,1190774,1.0077479017848896e-05,0.0010077479017848896
2024,その他,ガボン,12,1190774,1.0077479017848896e-05,0.0010077479017848896
2024,その他,バハマ,11,1190774,9.23768909969482e-06,0.0009237689099694821
2024,その他,モーリタニア,11,1190774,9.23768909969482e-06,0.0009237689099694821
2024,その他,クウェート,10,1190774,8.397899181540745e-06,0.0008397899181540745
2024,その他,ハイチ,10,1190774,8.397899181540745e-06,0.0008397899181540745
2024,その他,エスワティニ,9,1190774,7.558109263386671e-06,0.0007558109263386671
2024,その他,オマーン,9,1190774,7.558109263386671e-06,0.0007558109263386671
2024,その他,モンテネグロ,9,1190774,7.558109263386671e-06,0.0007558109263386671
2024,その他,カーボベルデ,7,1190774,5.878529427078522e-06,0.0005878529427078522
2024,その他,アンティグア・バーブーダ,6,1190774,5.038739508924448e-06,0.0005038739508924448
2024,その他,ガイアナ,6,1190774,5.038739508924448e-06,0.0005038739508924448
2024,その他,コソボ共和国,6,1190774,5.038739508924448e-06,0.0005038739508924448
2024,その他,ソマリア,6,1190774,5.038739508924448e-06,0.0005038739508924448
2024,その他,ベリーズ,6,1190774,5.038739508924448e-06,0.0005038739508924448
2024,その他,ジブチ,5,1190774,4.1989495907703725e-06,0.00041989495907703727
2024,その他,セーシェル,5,1190774,4.1989495907703725e-06,0.00041989495907703727
2024,その他,ニジェール,5,1190774,4.1989495907703725e-06,0.00041989495907703727
2024,その他,リヒテンシュタイン,5,1190774,4.1989495907703725e-06,0.00041989495907703727
2024,その他,カタール,4,1190774,3.3591596726162984e-06,0.00033591596726162984
2024,その他,キリバス,3,1190774,2.519369754462224e-06,0.0002519369754462224
2024,その他,グレナダ,3,1190774,2.519369754462224e-06,0.0002519369754462224
2024,その他,コモロ,2,1190774,1.6795798363081492e-06,0.00016795798363081492
2024,その他,サントメ・プリンシペ,2,1190774,1.6795798363081492e-06,0.00016795798363081492
2024,その他,セントビンセント,2,1190774,1.6795798363081492e-06,0.00016795798363081492
2024,その他,セントルシア,2,1190774,1.6795798363081492e-06,0.00016795798363081492
2024,その他,マーシャル,2,1190774,1.6795798363081492e-06,0.00016795798363081492
2024,その他,サンマリノ,1,1190774,8.397899181540746e-07,8.397899181540746e-05
2024,その他,ミクロネシア,1,1190774,8.397899181540746e-07,8.397899181540746e-05
2024,定住者,ブラジル,72023,221217,0.32557624414036895,32.557624414036894
2024,定住者,フィリピン,61721,221217,0.2790065862930968,27.90065862930968
2024,定住者,中国,30443,221217,0.13761600600315527,13.761600600315527
2024,定住者,ペルー,11480,221217,0.05189474588300176,5.189474588300176
2024,定住者,韓国,7206,221217,0.032574350072553195,3.2574350072553195
2024,定住者,ベトナム,6779,221217,0.030644118670807397,3.06441186708074
2024,定住者,タイ,4407,221217,0.01992161542738578,1.992161542738578
2024,定住者,インドネシア,2769,221217,0.012517121197737967,1.2517121197737968
2024,定住者,ボリビア,2702,221217,0.012214251165145535,1.2214251165145535
2024,定住者,ミャンマー,2627,221217,0.011875217546571918,1.187521754657192
2024,定住者,パキスタン,1873,221217,0.008466799567845148,0.8466799567845148
2024,定住者,台湾,1678,221217,0.007585312159553741,0.7585312159553741
2024,定住者,米国,1639,221217,0.0074090146778954605,0.740901467789546
2024,定住者,ネパール,1419,221217,0.006414516063412848,0.6414516063412848
2024,定住者,ウクライナ,1111,221217,0.005022218003137191,0.5022218003137191
2024,定住者,インド,939,221217,0.004244700904541695,0.42447009045416945
2024,定住者,スリランカ,743,221217,0.00335869304800264,0.335869304800264
2024,定住者,パラグアイ,687,221217,0.0031055479461343386,0.3105547946134339
2024,定住者,バングラデシュ,662,221217,0.002992536739943133,0.2992536739943133
2024,定住者,アフガニスタン,633,221217,0.0028614437407613338,0.28614437407613336
2024,定住者,モンゴル,507,221217,0.002291867261557656,0.2291867261557656
2024,定住者,トルコ,506,221217,0.002287346813310008,0.22873468133100078
2024,定住者,シリア,502,221217,0.002269265020319415,0.22692650203194148
2024,定住者,ロシア,453,221217,0.0020477630561846513,0.20477630561846513
2024,定住者,コロンビア,443,221217,0.002002558573708169,0.2002558573708169
2024,定住者,アルゼンチン,401,221217,0.001812699747306943,0.18126997473069428
2024,定住者,ガーナ,295,221217,0.0013335322330562298,0.133353223305623
2024,定住者,カンボジア,265,221217,0.0011979187856267827,0.11979187856267827
2024,定住者,ラオス,260,221217,0.0011753165443885417,0.11753165443885416
2024,定住者,英国,249,221217,0.001125591613664411,0.11255916136644109
2024,定住者,ナイジェリア,236,221217,0.001066825786444984,0.1066825786444984
2024,定住者,イラン,230,221217,0.0010397030969590945,0.10397030969590945
2024,定住者,ルーマニア,230,221217,0.0010397030969590945,0.10397030969590945
2024,定住者,フランス,174,221217,0.0007865579950907932,0.07865579950907932
2024,定住者,マレーシア,172,221217,0.0007775170985954967,0.07775170985954967
2024,定住者,カナダ,170,221217,0.0007684762021002002,0.07684762021002002
2024,定住者,メキシコ,167,221217,0.0007549148573572556,0.07549148573572556
2024,定住者,無国籍,148,221217,0.000669026340651939,0.06690263406519391
2024,定住者,オーストラリア,138,221217,0.0006238218581754567,0.06238218581754567
2024,定住者,ドミニカ共和国,125,221217,0.0005650560309560296,0.05650560309560296
2024,定住者,ウズベキスタン,99,221217,0.00044752437651717544,0.04475243765171755
2024,定住者,チリ,99,221217,0.00044752437651717544,0.04475243765171755
2024,定住者,ウガンダ,95,221217,0.0004294425835265825,0.04294425835265825
2024,定住者,ドイツ,93,221217,0.000420401687031286,0.0420401687031286
2024,定住者,イタリア,81,221217,0.0003661563080595072,0.03661563080595072
2024,定住者,(朝鮮),76,221217,0.000343554066821266,0.0343554066821266
2024,定住者,エチオピア,76,221217,0.000343554066821266,0.0343554066821266
2024,定住者,スペイン,73,221217,0.00032999272207832127,0.03299927220783213
2024,定住者,コンゴ民主共和国,72,221217,0.000325472273830673,0.032547227383067305
2024,定住者,カメルーン,68,221217,0.0003073904808400801,0.03073904808400801
2024,定住者,エジプト,66,221217,0.0002983495843447836,0.02983495843447836
2024,定住者,イエメン,58,221217,0.00026218599836359775,0.026218599836359775
2024,定住者,セネガル,58,221217,0.00026218599836359775,0.026218599836359775
2024,定住者,ニュージーランド,52,221217,0.0002350633088777083,0.02350633088777083
2024,定住者,ベネズエラ,47,221217,0.00021246106763946713,0.021246106763946712
2024,定住者,チュニジア,45,221217,0.00020342017114417067,0.020342017114417067
2024,定住者,シンガポール,39,221217,0.00017629748165828122,0.017629748165828123
2024,定住者,ギニア,35,221217,0.0001582156886676883,0.015821568866768828
2024,定住者,タンザニア,29,221217,0.00013109299918179888,0.013109299918179888
2024,定住者,ケニア,28,221217,0.00012657255093415063,0.012657255093415063
2024,定住者,スーダン,25,221217,0.00011301120619120592,0.011301120619120593
2024,定住者,ポルトガル,24,221217,0.00010849075794355769,0.010849075794355768
2024,定住者,ポーランド,24,221217,0.00010849075794355769,0.010849075794355768
2024,定住者,ハンガリー,23,221217,0.00010397030969590944,0.010397030969590944
2024,定住者,スウェーデン,22,221217,9.944986144826121e-05,0.009944986144826121
2024,定住者,イスラエル,21,221217,9.492941320061298e-05,0.009492941320061298
2024,定住者,イラク,21,221217,9.492941320061298e-05,0.009492941320061298
2024,定住者,マリ,20,221217,9.040896495296473e-05,0.009040896495296474
2024,定住者,ブルンジ,19,221217,8.58885167053165e-05,0.00858885167053165
2024,定住者,オランダ,18,221217,8.136806845766826e-05,0.008136806845766826
2024,定住者,スイス,18,221217,8.136806845766826e-05,0.008136806845766826
2024,定住者,エクアドル,17,221217,7.684762021002002e-05,0.007684762021002003
2024,定住者,南アフリカ共和国,17,221217,7.684762021002002e-05,0.007684762021002003
2024,定住者,キューバ,16,221217,7.232717196237179e-05,0.007232717196237179
2024,定住者,モロッコ,16,221217,7.232717196237179e-05,0.007232717196237179
2024,定住者,ジャマイカ,15,221217,6.780672371472355e-05,0.006780672371472354
2024,定住者,モルドバ,15,221217,6.780672371472355e-05,0.006780672371472354
2024,定住者,ヨルダン,15,221217,6.780672371472355e-05,0.006780672371472354
2024,定住者,コートジボワール,14,221217,6.328627546707531e-05,0.0063286275467075315
2024,定住者,ベラルーシ,14,221217,6.328627546707531e-05,0.0063286275467075315
2024,定住者,リトアニア,14,221217,6.328627546707531e-05,0.0063286275467075315
2024,定住者,エリトリア,13,221217,5.8765827219427076e-05,0.005876582721942708
2024,定住者,デンマーク,13,221217,5.8765827219427076e-05,0.005876582721942708
2024,定住者,コスタリカ,12,221217,5.4245378971778844e-05,0.005424537897177884
2024,定住者,ベルギー,12,221217,5.4245378971778844e-05,0.005424537897177884
2024,定住者,アイルランド,11,221217,4.9724930724130605e-05,0.0049724930724130605
2024,定住者,パレスチナ,11,221217,4.9724930724130605e-05,0.0049724930724130605
2024,定住者,カザフスタン,10,221217,4.520448247648237e-05,0.004520448247648237
2024,定住者,キルギス,9,221217,4.068403422883413e-05,0.004068403422883413
2024,定住者,ソマリア,9,221217,4.068403422883413e-05,0.004068403422883413
2024,定住者,ホンジュラス,9,221217,4.068403422883413e-05,0.004068403422883413
2024,定住者,ミクロネシア,9,221217,4.068403422883413e-05,0.004068403422883413
2024,定住者,モザンビーク,9,221217,4.068403422883413e-05,0.004068403422883413
2024,定住者,アンゴラ,8,221217,3.6163585981185896e-05,0.0036163585981185895
2024,定住者,エストニア,8,221217,3.6163585981185896e-05,0.0036163585981185895
2024,定住者,チェコ,8,221217,3.6163585981185896e-05,0.0036163585981185895
2024,定住者,ルワンダ,8,221217,3.6163585981185896e-05,0.0036163585981185895
2024,定住者,レバノン,8,221217,3.6163585981185896e-05,0.0036163585981185895
2024,定住者,南スーダン共和国,8,221217,3.6163585981185896e-05,0.0036163585981185895
2024,定住者,エルサルバドル,7,221217,3.164313773353766e-05,0.0031643137733537658
2024,定住者,スロバキア,7,221217,3.164313773353766e-05,0.0031643137733537658
2024,定住者,ニカラグア,7,221217,3.164313773353766e-05,0.0031643137733537658
2024,定住者,フィジー,7,221217,3.164313773353766e-05,0.0031643137733537658
2024,定住者,ブルガリア,6,221217,2.7122689485889422e-05,0.002712268948588942
2024,定住者,オーストリア,5,221217,2.2602241238241183e-05,0.0022602241238241184
2024,定住者,サモア,5,221217,2.2602241238241183e-05,0.0022602241238241184
2024,定住者,トーゴ,5,221217,2.2602241238241183e-05,0.0022602241238241184
2024,定住者,フィンランド,5,221217,2.2602241238241183e-05,0.0022602241238241184
2024,定住者,ブルキナファソ,5,221217,2.2602241238241183e-05,0.0022602241238241184
2024,定住者,モーリシャス,5,221217,2.2602241238241183e-05,0.0022602241238241184
2024,定住者,リビア,5,221217,2.2602241238241183e-05,0.0022602241238241184
2024,定住者,アルジェリア,4,221217,1.8081792990592948e-05,0.0018081792990592947
