年,表示区分,罪種00,検挙人員,総検挙人員,構成比,構成比_pct
2020,短期滞在,その他の刑法犯,80.0,410.0,0.1951219512195122,19.51219512195122
2020,短期滞在,凶悪犯,10.0,410.0,0.024390243902439025,2.4390243902439024
2020,短期滞在,知能犯,46.0,410.0,0.11219512195121951,11.219512195121952
2020,短期滞在,窃盗犯,212.0,410.0,0.5170731707317073,51.707317073170735
2020,短期滞在,粗暴犯,51.0,410.0,0.12439024390243902,12.439024390243903
2020,短期滞在,風俗犯,11.0,410.0,0.026829268292682926,2.682926829268293
2020,その他,その他の刑法犯,347.0,1657.0,0.20941460470730236,20.941460470730235
2020,その他,凶悪犯,54.0,1657.0,0.032589016294508145,3.2589016294508144
2020,その他,知能犯,126.0,1657.0,0.07604103802051901,7.604103802051901
2020,その他,窃盗犯,660.0,1657.0,0.3983101991550996,39.831019915509955
2020,その他,粗暴犯,386.0,1657.0,0.23295111647555825,23.295111647555824
2020,その他,風俗犯,84.0,1657.0,0.05069402534701267,5.0694025347012674
2021,日本人,その他の刑法犯,21427.0,165637.0,0.12936119345315358,12.936119345315358
2021,日本人,凶悪犯,3766.0,165637.0,0.022736465886245224,2.2736465886245223
2021,日本人,知能犯,11803.0,165637.0,0.0712582333657335,7.12582333657335
2021,日本人,窃盗犯,80351.0,165637.0,0.48510296612471854,48.510296612471855
2021,日本人,粗暴犯,43175.0,165637.0,0.26066035970224044,26.066035970224043
2021,日本人,風俗犯,5115.0,165637.0,0.03088078146790874,3.088078146790874
2021,外国人計,その他の刑法犯,1515.0,9328.0,0.16241423670668953,16.241423670668954
2021,外国人計,凶悪犯,317.0,9328.0,0.033983704974271015,3.3983704974271016
