年,区分,性別,年齢,人口_千人
2011,日本人,女,49歳,759.4850149248042
2011,日本人,女,50歳,748.4907921846398
2011,日本人,女,51歳,756.9880014582111
2011,日本人,女,52歳,772.9877478562711
2011,日本人,女,53歳,754.9880331584537
2011,日本人,女,54歳,734.9883501608788
2011,日本人,女,55歳,773.9877320061497
2011,日本人,女,56歳,801.488861538194
2011,日本人,女,57歳,804.987240652391
2011,日本人,女,58歳,860.9863530456008
2011,日本人,女,59歳,910.9855605395381
2011,日本人,女,60歳,967.9846570826267
2011,日本人,女,61歳,1043.9834524734115
2011,日本人,女,62歳,1145.9818357610436
2011,日本人,女,63歳,1139.981930861771
2011,日本人,女,64歳,1084.4941311187824
2011,日本人,女,65歳,680.9892060674264
2011,日本人,女,66歳,736.5084674092102
2011,日本人,女,67歳,898.9857507409931
2011,日本人,女,68歳,870.9861945443884
2011,日本人,女,69歳,893.9858299915994
2011,日本人,女,70歳,868.4582880755879
2011,日本人,女,71歳,789.5191569863083
2011,日本人,女,72歳,686.989110966699
2011,日本人,女,73歳,734.5288581803748
2011,日本人,女,74歳,751.9880807088175
2011,日本人,女,75歳,750.5383604739234
2011,日本人,女,76歳,715.9886513131826
2011,日本人,女,77歳,671.9893487185177
2011,日本人,女,78歳,668.9893962688815
2011,日本人,女,79歳,644.5689200331735
2011,日本人,女,80歳,611.9902997257929
2011,日本人,女,81歳,571.5888458630478
2011,日本人,女,82歳,545.6009717081718
2011,日本人,女,83歳,513.3725857448593
2011,日本人,女,84歳,480.6239608785639
2011,日本人,女,85歳,452.99281989507216
2011,日本人,女,86歳,403.99359655101364
2011,日本人,女,87歳,348.3061162991861
2011,日本人,女,88歳,311.99505476216893
2011,日本人,女,89歳,274.9956412166553
2011,日本人,女,90歳,235.9962593713842
2011,日本人,女,91歳,211.99663977429427
2011,日本人,女,92歳,145.997685882297
2011,日本人,女,93歳,127.99797118447955
2011,日本人,女,94歳,104.99833573726839
2011,日本人,女,95歳,86.99862103945095
2011,日本人,女,96歳,62.19132193668973
2011,日本人,女,97歳,48.99922334405858
2011,日本人,女,98歳,34.999445245756135
2011,日本人,女,99歳,24.16628362206971
2011,日本人,女,100歳以上,40.86891742982703
