年,区分,性別,年齢,人口_千人
2012,日本人,女,27歳,675.4794705217648
2012,日本人,女,28歳,696.9889329067396
2012,日本人,女,29歳,705.498179308167
2012,日本人,女,30歳,707.4970993868375
2012,日本人,女,31歳,718.4796997381371
2012,日本人,女,32歳,751.9880596066973
2012,日本人,女,33歳,770.9877579212283
2012,日本人,女,34歳,806.9871863066554
2012,日本人,女,35歳,828.9868369866387
2012,日本人,女,36歳,870.4774260635813
2012,日本人,女,37歳,911.985519097484
2012,日本人,女,38歳,962.4933905809326
2012,日本人,女,39歳,981.4921848639892
2012,日本人,女,40歳,959.9847569447202
2012,日本人,女,41歳,937.9851062647369
2012,日本人,女,42歳,910.4933763938321
2012,日本人,女,43歳,899.9857096356751
2012,日本人,女,44歳,881.9859954429617
2012,日本人,女,45歳,880.4919081179355
2012,日本人,女,46歳,688.9890599322001
2012,日本人,女,47歳,854.9864241538913
2012,日本人,女,48歳,798.987313332116
2012,日本人,女,49歳,781.4840947523329
2012,日本人,女,50歳,757.9879643376019
2012,日本人,女,51歳,747.4857993167293
2012,日本人,女,52歳,754.9880119721497
2012,日本人,女,53歳,770.9877579212283
2012,日本人,女,54歳,752.988043728515
2012,日本人,女,55歳,732.9883612921665
2012,日本人,女,56歳,771.9877420430457
2012,日本人,女,57歳,798.9873133321161
2012,日本人,女,58歳,802.4838095373673
2012,日本人,女,59歳,858.4922647130461
2012,日本人,女,60歳,907.9855826102145
2012,日本人,女,61歳,964.9846775538072
2012,日本人,女,62歳,1040.9834708119308
2012,日本人,女,63歳,1141.4713700805703
2012,日本人,女,64歳,1135.4941542457384
2012,日本人,女,65歳,1078.9828674409925
2012,日本人,女,66歳,676.9892504703911
2012,日本人,女,67歳,731.988377170349
2012,日本人,女,68歳,892.9858207829532
2012,日本人,女,69歳,864.9862653720654
2012,日本人,女,70歳,887.4573371380484
2012,日本人,女,71歳,861.9863130066133
2012,日本人,女,72歳,781.9875832612199
2012,日本人,女,73歳,679.4508107512545
2012,日本人,女,74歳,725.9884724394444
2012,日本人,女,75歳,741.9882183885233
2012,日本人,女,76歳,739.9882501448884
2012,日本人,女,77歳,703.9888217594613
2012,日本人,女,78歳,659.989520399495
2012,日本人,女,79歳,654.9895997904081
2012,日本人,女,80歳,628.9900126231552
2012,日本人,女,81歳,595.586138619983
2012,日本人,女,82歳,553.597569386265
2012,日本人,女,83歳,525.9916480759613
2012,日本人,女,84歳,491.992187934169
2012,日本人,女,85歳,457.6345874116698
2012,日本人,女,86歳,428.9931882596718
2012,日本人,女,87歳,377.99399804698356
2012,日本人,女,88歳,323.695510981184
2012,日本人,女,89歳,285.72623234544574
2012,日本人,女,90歳,248.24605824117373
2012,日本人,女,91歳,209.99666558165754
2012,日本人,女,92歳,185.99704665803952
2012,日本人,女,93歳,125.99799934899451
2012,日本人,女,94歳,107.998285156281
2012,日本人,女,95歳,86.99861859811526
2012,日本人,女,96歳,69.99888852721917
2012,日本人,女,97歳,48.999221969053416
2012,日本人,女,98歳,36.999412507244415
2012,日本人,女,99歳,25.999587167252834
2012,日本人,女,100歳以上,43.99930135996634
