年,区分,性別,年齢,人口_千人
2015,日本人,女,29歳,649.479076717415
2015,日本人,女,30歳,678.9891638272916
2015,日本人,女,31歳,702.9887808108778
2015,日本人,女,32歳,711.9886371797224
2015,日本人,女,33歳,713.4803375112024
2015,日本人,女,34歳,723.9884456715156
2015,日本人,女,35歳,755.9879349829637
2015,日本人,女,36歳,775.9876158026188
2015,日本人,女,37歳,808.9870891550498
2015,日本人,女,38歳,831.9867220976532
2015,日本人,女,39歳,873.4773373715184
2015,日本人,女,40歳,913.4937591207147
2015,日本人,女,41歳,963.984615507377
2015,日本人,女,42歳,983.9842963270321
2015,日本人,女,43歳,962.9846314663943
2015,日本人,女,44歳,938.9850144828082
2015,日本人,女,45歳,909.9854772943082
2015,日本人,女,46歳,897.9856688025152
2015,日本人,女,47歳,878.9859720238428
2015,日本人,女,48歳,879.4921367853278
2015,日本人,女,49歳,686.9890361551536
2015,日本人,女,50歳,850.9864188763256
2015,日本人,女,51歳,797.4829195193906
2015,日本人,女,52歳,777.9875838845844
2015,日本人,女,53歳,754.987950941981
2015,日本人,女,54歳,744.9881105321535
2015,日本人,女,55歳,752.9879828600154
2015,日本人,女,56歳,768.9877275157396
2015,日本人,女,57歳,749.9880307370671
2015,日本人,女,58歳,729.988349917412
2015,日本人,女,59歳,768.9877275157396
2015,日本人,女,60歳,795.4907877634199
2015,日本人,女,61歳,797.9872647042397
2015,日本人,女,62歳,852.4941421323963
2015,日本人,女,63歳,903.9855730484118
2015,日本人,女,64歳,957.9847112614805
2015,日本人,女,65歳,1030.9835462532217
2015,日本人,女,66歳,1130.9819503514975
2015,日本人,女,67歳,1121.4657653613995
2015,日本人,女,68歳,1061.9830515236872
2015,日本人,女,69歳,664.989387253533
2015,日本人,女,70歳,717.988541425619
2015,日本人,女,71歳,875.5176191137756
2015,日本人,女,72歳,844.4527265605425
2015,日本人,女,73歳,866.9861635320498
2015,日本人,女,74歳,837.9866263435497
2015,日本人,女,75歳,757.9879030649294
2015,日本人,女,76歳,655.9895308846882
2015,日本人,女,77歳,697.4318064474595
2015,日本人,女,78歳,708.9886850567742
2015,日本人,女,79歳,702.5585928711691
2015,日本人,女,80歳,662.9894191715675
2015,日本人,女,81歳,617.9901373273434
2015,日本人,女,82歳,607.9902969175157
2015,日本人,女,83歳,574.9908235650848
2015,日本人,女,84歳,537.991414048723
2015,日本人,女,85歳,488.9921960405678
2015,日本人,女,86歳,457.9926907701024
2015,日本人,女,87歳,418.9933131717749
2015,日本人,女,88歳,377.99396749148184
2015,日本人,女,89歳,340.2986507139462
2015,日本人,女,90歳,291.9953399669649
2015,日本人,女,91歳,239.99616983586148
2015,日本人,女,92歳,203.76568744192187
2015,日本人,女,93歳,160.21207727823244
2015,日本人,女,94歳,127.9979572457928
2015,日本人,女,95歳,106.99829238515493
2015,日本人,女,96歳,66.99893074584467
2015,日本人,女,97歳,52.99915417208608
2015,日本人,女,98歳,39.16604160515796
2015,日本人,女,99歳,29.85246475286758
2015,日本人,女,100歳以上,53.8679927650711
