年,区分,性別,年齢,人口_千人
2024,日本人,女,91歳,345.69259846248946
2024,日本人,女,92歳,299.709552076707
2024,日本人,女,93歳,252.99369072062112
2024,日本人,女,94歳,205.7485454135602
2024,日本人,女,95歳,167.9958104389895
2024,日本人,女,96歳,134.99663338847373
2024,日本人,女,97歳,89.99775559231581
2024,日本人,女,98歳,66.8233335272945
2024,日本人,女,99歳,43.99890273402106
2024,日本人,女,100歳以上,76.12310160516712
