年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2013,正規滞在,正規滞在,定住者,その他の刑法犯,,,222
2013,正規滞在,正規滞在,その他,その他の刑法犯,,,243
2013,不法滞在,不法入国・上陸,,その他の刑法犯,,,4
2013,不法滞在,不法在留,,その他の刑法犯,,,3
2013,不法滞在,不法残留,技能実習,その他の刑法犯,,,1
2013,不法滞在,不法残留,短期滞在,その他の刑法犯,,,10
2013,不法滞在,不法残留,留学,その他の刑法犯,,,5
2013,不法滞在,不法残留,その他,その他の刑法犯,,,10
2013,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,9
2013,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,5
2013,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,10
2013,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,6
2013,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,13
2013,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,17
2013,不法滞在,不法在留,,凶悪犯,強盗,その他,2
2013,不法滞在,不法残留,留学,凶悪犯,強盗,その他,2
2013,不法滞在,不法残留,その他,凶悪犯,強盗,その他,2
2013,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,383
2013,正規滞在,正規滞在,興行,窃盗犯,その他,,3
2013,正規滞在,正規滞在,技能実習,窃盗犯,その他,,262
2013,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,158
2013,正規滞在,正規滞在,留学,窃盗犯,その他,,515
2013,正規滞在,正規滞在,研修,窃盗犯,その他,,114
2013,正規滞在,正規滞在,定住者,窃盗犯,その他,,541
2013,正規滞在,正規滞在,その他,窃盗犯,その他,,561
2013,不法滞在,不法入国・上陸,,窃盗犯,その他,,5
2013,不法滞在,不法在留,,窃盗犯,その他,,16
2013,不法滞在,不法残留,技能実習,窃盗犯,その他,,19
2013,不法滞在,不法残留,短期滞在,窃盗犯,その他,,12
2013,不法滞在,不法残留,留学,窃盗犯,その他,,30
2013,不法滞在,不法残留,研修,窃盗犯,その他,,15
2013,不法滞在,不法残留,その他,窃盗犯,その他,,20
