年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2017,正規滞在,正規滞在,留学,その他の刑法犯,,,390
2017,正規滞在,正規滞在,研修,その他の刑法犯,,,6
2017,正規滞在,正規滞在,日本人の配偶者等,その他の刑法犯,,,87
2017,正規滞在,正規滞在,定住者,その他の刑法犯,,,163
2017,正規滞在,正規滞在,その他,その他の刑法犯,,,274
2017,不法滞在,不法入国・上陸,,その他の刑法犯,,,1
2017,不法滞在,不法在留,,その他の刑法犯,,,2
2017,不法滞在,不法残留,短期滞在,その他の刑法犯,,,2
2017,不法滞在,不法残留,技能実習,その他の刑法犯,,,13
2017,不法滞在,不法残留,留学,その他の刑法犯,,,8
2017,不法滞在,不法残留,その他,その他の刑法犯,,,3
2017,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,4
2017,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,1
2017,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,9
2017,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,4
2017,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,9
2017,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,19
2017,不法滞在,不法入国・上陸,,凶悪犯,強盗,その他,1
2017,不法滞在,不法在留,,凶悪犯,強盗,その他,1
2017,不法滞在,不法残留,短期滞在,凶悪犯,強盗,その他,1
2017,不法滞在,不法残留,技能実習,凶悪犯,強盗,その他,3
2017,不法滞在,不法残留,留学,凶悪犯,強盗,その他,3
2017,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,271
2017,正規滞在,正規滞在,技能実習,窃盗犯,その他,,418
2017,正規滞在,正規滞在,留学,窃盗犯,その他,,514
2017,正規滞在,正規滞在,研修,窃盗犯,その他,,18
2017,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,238
2017,正規滞在,正規滞在,定住者,窃盗犯,その他,,446
2017,正規滞在,正規滞在,その他,窃盗犯,その他,,543
2017,不法滞在,不法入国・上陸,,窃盗犯,その他,,1
2017,不法滞在,不法在留,,窃盗犯,その他,,25
2017,不法滞在,不法残留,短期滞在,窃盗犯,その他,,23
2017,不法滞在,不法残留,技能実習,窃盗犯,その他,,76
2017,不法滞在,不法残留,留学,窃盗犯,その他,,90
2017,不法滞在,不法残留,研修,窃盗犯,その他,,2
2017,不法滞在,不法残留,その他,窃盗犯,その他,,23
