年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2014,不法滞在,不法残留,留学,窃盗犯,侵入盗,,7
2014,不法滞在,不法残留,その他,窃盗犯,侵入盗,,4
2014,正規滞在,正規滞在,日本人の配偶者等,知能犯,,,163
2014,正規滞在,正規滞在,技能実習,知能犯,,,19
2014,正規滞在,正規滞在,短期滞在,知能犯,,,16
2014,正規滞在,正規滞在,留学,知能犯,,,66
2014,正規滞在,正規滞在,研修,知能犯,,,2
2014,正規滞在,正規滞在,定住者,知能犯,,,73
2014,正規滞在,正規滞在,その他,知能犯,,,63
2014,不法滞在,不法入国・上陸,,知能犯,,,3
2014,不法滞在,不法在留,,知能犯,,,16
2014,不法滞在,不法残留,興行,知能犯,,,2
2014,不法滞在,不法残留,技能実習,知能犯,,,6
2014,不法滞在,不法残留,短期滞在,知能犯,,,7
2014,不法滞在,不法残留,留学,知能犯,,,12
2014,不法滞在,不法残留,研修,知能犯,,,1
2014,不法滞在,不法残留,その他,知能犯,,,5
2014,正規滞在,正規滞在,日本人の配偶者等,風俗犯,,,19
2014,正規滞在,正規滞在,技能実習,風俗犯,,,3
2014,正規滞在,正規滞在,短期滞在,風俗犯,,,9
2014,正規滞在,正規滞在,留学,風俗犯,,,19
2014,正規滞在,正規滞在,研修,風俗犯,,,3
2014,正規滞在,正規滞在,定住者,風俗犯,,,28
2014,正規滞在,正規滞在,その他,風俗犯,,,35
2014,不法滞在,不法残留,技能実習,風俗犯,,,2
2014,不法滞在,不法残留,短期滞在,風俗犯,,,1
2014,不法滞在,不法残留,その他,風俗犯,,,3
2014,正規滞在,正規滞在,日本人の配偶者等,その他の刑法犯,,,113
2014,正規滞在,正規滞在,興行,その他の刑法犯,,,1
2014,正規滞在,正規滞在,技能実習,その他の刑法犯,,,60
2014,正規滞在,正規滞在,短期滞在,その他の刑法犯,,,80
2014,正規滞在,正規滞在,留学,その他の刑法犯,,,275
2014,正規滞在,正規滞在,研修,その他の刑法犯,,,13
2014,正規滞在,正規滞在,定住者,その他の刑法犯,,,205
2014,正規滞在,正規滞在,その他,その他の刑法犯,,,220
2014,不法滞在,不法在留,,その他の刑法犯,,,1
2014,不法滞在,不法残留,技能実習,その他の刑法犯,,,3
2014,不法滞在,不法残留,短期滞在,その他の刑法犯,,,8
2014,不法滞在,不法残留,留学,その他の刑法犯,,,4
2014,不法滞在,不法残留,その他,その他の刑法犯,,,3
2014,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,7
2014,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,3
2014,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,5
2014,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,18
2014,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,12
2014,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,5
2014,不法滞在,不法在留,,凶悪犯,強盗,その他,2
2014,不法滞在,不法残留,技能実習,凶悪犯,強盗,その他,1
2014,不法滞在,不法残留,短期滞在,凶悪犯,強盗,その他,1
2014,不法滞在,不法残留,研修,凶悪犯,強盗,その他,1
2014,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,365
2014,正規滞在,正規滞在,興行,窃盗犯,その他,,9
2014,正規滞在,正規滞在,技能実習,窃盗犯,その他,,324
2014,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,174
2014,正規滞在,正規滞在,留学,窃盗犯,その他,,693
2014,正規滞在,正規滞在,研修,窃盗犯,その他,,75
2014,正規滞在,正規滞在,定住者,窃盗犯,その他,,489
2014,正規滞在,正規滞在,その他,窃盗犯,その他,,581
2014,不法滞在,不法入国・上陸,,窃盗犯,その他,,2
2014,不法滞在,不法在留,,窃盗犯,その他,,19
2014,不法滞在,不法残留,技能実習,窃盗犯,その他,,36
2014,不法滞在,不法残留,短期滞在,窃盗犯,その他,,22
2014,不法滞在,不法残留,留学,窃盗犯,その他,,35
2014,不法滞在,不法残留,研修,窃盗犯,その他,,17
2014,不法滞在,不法残留,その他,窃盗犯,その他,,16
